slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num,gsm_id,gse_id,feat1_gsm,feat2_gse,pmid_set,feat3_pmid,feat4_title_score,feat4_title,tissue_norm,feat5_fingerprint,confidence,overlap_label
GSE210616_GSM6433611,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,1359,36601,GSM6433611,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433612,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,844,36601,GSM6433612,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433614,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,1199,36601,GSM6433614,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433615,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,1048,36601,GSM6433615,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433616,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,921,36601,GSM6433616,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433620,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,926,36601,GSM6433620,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433621,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,821,36601,GSM6433621,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433622,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,1298,36601,GSM6433622,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433623,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,901,36601,GSM6433623,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433624,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,1266,36601,GSM6433624,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433626,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,897,36601,GSM6433626,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE210616_GSM6433627,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,1124,36601,GSM6433627,GSE210616,False,False,{'36283023'},False,0.473,False,breast,False,0.0,NOVEL
GSE212526_GSM6534007,human,undifferentiated pleomorphic sarcoma,38429415,Sarcoma microenvironment cell states and ecosystems are associated with prognosis and predict response to immunotherapy,"Characterization of the diverse malignant and stromal cell states that make up soft tissue sarcomas and their correlation with patient outcomes has proven difficult using fixed clinical specimens. Here, we employed EcoTyper, a machine-learning framework, to identify the fundamental cell states and cellular ecosystems that make up sarcomas on a large scale using bulk transcriptomes with clinical annotations. We identified and validated 23 sarcoma-specific, transcriptionally defined cell states, many of which were highly prognostic of patient outcomes across independent datasets. We discovered three conserved cellular communities or ecotypes associated with underlying genomic alterations and distinct clinical outcomes. We show that one ecotype defined by tumor-associated macrophages and epithelial-like malignant cells predicts response to immune-checkpoint inhibition but not chemotherapy and validate our findings in an independent cohort. Our results may enable identification of patients with soft tissue sarcomas who could benefit from immunotherapy and help develop new therapeutic strategies.",,True,Visium,1648,36601,GSM6534007,GSE212526,False,False,{'38429415'},False,0.422,False,undifferentiated pleomorphic sarcoma,False,0.0,NOVEL
GSE212526_GSM6534008,human,leiomyosarcoma,38429415,Sarcoma microenvironment cell states and ecosystems are associated with prognosis and predict response to immunotherapy,"Characterization of the diverse malignant and stromal cell states that make up soft tissue sarcomas and their correlation with patient outcomes has proven difficult using fixed clinical specimens. Here, we employed EcoTyper, a machine-learning framework, to identify the fundamental cell states and cellular ecosystems that make up sarcomas on a large scale using bulk transcriptomes with clinical annotations. We identified and validated 23 sarcoma-specific, transcriptionally defined cell states, many of which were highly prognostic of patient outcomes across independent datasets. We discovered three conserved cellular communities or ecotypes associated with underlying genomic alterations and distinct clinical outcomes. We show that one ecotype defined by tumor-associated macrophages and epithelial-like malignant cells predicts response to immune-checkpoint inhibition but not chemotherapy and validate our findings in an independent cohort. Our results may enable identification of patients with soft tissue sarcomas who could benefit from immunotherapy and help develop new therapeutic strategies.",,True,Visium,2103,36601,GSM6534008,GSE212526,False,False,{'38429415'},False,0.422,False,leiomyosarcoma,False,0.0,NOVEL
GSE212526_GSM6534009,human,undifferentiated pleomorphic sarcoma,38429415,Sarcoma microenvironment cell states and ecosystems are associated with prognosis and predict response to immunotherapy,"Characterization of the diverse malignant and stromal cell states that make up soft tissue sarcomas and their correlation with patient outcomes has proven difficult using fixed clinical specimens. Here, we employed EcoTyper, a machine-learning framework, to identify the fundamental cell states and cellular ecosystems that make up sarcomas on a large scale using bulk transcriptomes with clinical annotations. We identified and validated 23 sarcoma-specific, transcriptionally defined cell states, many of which were highly prognostic of patient outcomes across independent datasets. We discovered three conserved cellular communities or ecotypes associated with underlying genomic alterations and distinct clinical outcomes. We show that one ecotype defined by tumor-associated macrophages and epithelial-like malignant cells predicts response to immune-checkpoint inhibition but not chemotherapy and validate our findings in an independent cohort. Our results may enable identification of patients with soft tissue sarcomas who could benefit from immunotherapy and help develop new therapeutic strategies.",,True,Visium,2179,36601,GSM6534009,GSE212526,False,False,{'38429415'},False,0.422,False,undifferentiated pleomorphic sarcoma,False,0.0,NOVEL
GSE212526_GSM6534010,human,undifferentiated pleomorphic sarcoma,38429415,Sarcoma microenvironment cell states and ecosystems are associated with prognosis and predict response to immunotherapy,"Characterization of the diverse malignant and stromal cell states that make up soft tissue sarcomas and their correlation with patient outcomes has proven difficult using fixed clinical specimens. Here, we employed EcoTyper, a machine-learning framework, to identify the fundamental cell states and cellular ecosystems that make up sarcomas on a large scale using bulk transcriptomes with clinical annotations. We identified and validated 23 sarcoma-specific, transcriptionally defined cell states, many of which were highly prognostic of patient outcomes across independent datasets. We discovered three conserved cellular communities or ecotypes associated with underlying genomic alterations and distinct clinical outcomes. We show that one ecotype defined by tumor-associated macrophages and epithelial-like malignant cells predicts response to immune-checkpoint inhibition but not chemotherapy and validate our findings in an independent cohort. Our results may enable identification of patients with soft tissue sarcomas who could benefit from immunotherapy and help develop new therapeutic strategies.",,True,Visium,1446,36601,GSM6534010,GSE212526,False,False,{'38429415'},False,0.422,False,undifferentiated pleomorphic sarcoma,False,0.0,NOVEL
GSE213688_GSM6592055,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1055,36601,GSM6592055,GSE213688,False,False,{'37813278'},False,0.487,False,breast,False,0.0,NOVEL
GSE213688_GSM6592056,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1258,36601,GSM6592056,GSE213688,False,False,{'37813278'},False,0.487,False,breast,False,0.0,NOVEL
GSE213688_GSM6592058,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1405,36601,GSM6592058,GSE213688,False,False,{'37813278'},False,0.487,False,breast,False,0.0,NOVEL
GSE213688_GSM6592060,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1295,36601,GSM6592060,GSE213688,False,False,{'37813278'},False,0.487,False,breast,False,0.0,NOVEL
GSE213699_GSM6592134,human,ovary,36249907,Small cell carcinoma of the ovary hypercalcemic type (SCCOHT): A review and novel case with dual germline SMARCA4 and BRCA2 mutations,"Small cell carcinoma of the ovary hypercalcemic type (SCCOHT) is a rare and aggressive disease. While classically linked to mutations in SMARCA4, we describe a case in a patient with both SMARCA4 and BRCA2 germline mutations. We describe her disease presentation, histopathology and treatment with adjuvant systemic chemotherapy, interval hyperthermic intraperitoneal chemotherapy, high dose chemotherapy with stem cell rescue, and maintenance with a poly-ADP-ribose polymerase inhibitor (PARPi). Additionally, we share spatial transcriptomics completed on original tumor.",PARP inhibitor; Small cell carcinoma of the ovary; Transcriptomics.,True,Visium,3139,15509,GSM6592134,GSE213699,False,False,{'36249907'},False,0.356,False,ovary,False,0.0,NOVEL
